match_id,season,HTF,HP1N,HP1P,HP2N,HP2P,HP3N,HP3P,HP4N,HP4P,HP5N,HP5P,HP6N,HP6P,HP7N,HP7P,HP8N,HP8P,HP9N,HP9P,HP10N,HP10P,HP11N,HP11P,ATF,AP1N,AP1P,AP2N,AP2P,AP3N,AP3P,AP4N,AP4P,AP5N,AP5P,AP6N,AP6P,AP7N,AP7P,AP8N,AP8P,AP9N,AP9P,AP10N,AP10P,AP11N,AP11P
132044,20200823,NaN,1,G,6,M,19,D,8,M,37,F,5,D,9,F,13,D,23,F,38,F,25,D,NaN,38,G,9,F,18,M,23,D,29,M,19,D,44,M,6,M,2,D,25,M,39,F
41357881,20200823,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
41357883,20200823,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
41357886,20200823,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
41357889,20200823,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
41357892,20200823,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
132519,20200826,NaN,33,G,28,M,15,M,24,F,4,D,45,M,22,D,8,M,7,M,32,D,6,D,NaN,31,G,14,D,7,M,6,M,8,M,33,D,26,M,39,D,20,M,9,F,37,M
132520,20200826,NaN,18,G,5,M,13,F,11,F,49,F,6,M,22,D,33,D,24,D,14,M,25,M,NaN,1,G,11,F,30,F,8,M,10,M,41,M,5,M,2,D,25,M,4,D,13,D
132521,20200826,NaN,1,G,6,M,27,D,37,F,43,F,9,F,44,D,33,D,13,D,16,D,38,F,NaN,1,G,5,D,14,M,8,M,32,D,27,M,18,M,10,M,4,F,3,D,7,F
41357896,20200828,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
41357899,20200829,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
41357903,20200829,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D
41357910,20200829,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
41357913,20200829,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
41357917,20200829,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
41357920,20200829,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
41357924,20200829,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
41357927,20200829,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D
589034,20200829,NaN,18,G,5,M,13,F,9,F,3,D,17,D,41,M,14,M,19,M,44,D,25,M,NaN,1,G,6,M,19,D,8,M,5,D,9,F,17,F,44,D,23,F,38,F,25,D
589040,20200829,NaN,1,G,19,D,4,D,3,D,9,F,27,D,21,M,8,M,5,D,15,M,33,F,NaN,33,G,11,F,20,M,45,M,22,D,31,M,37,D,3,D,8,M,9,F,32,D
589073,20200829,NaN,1,G,5,D,14,M,32,D,27,M,18,M,10,M,4,F,20,D,11,F,7,F,NaN,1,G,3,D,34,D,44,F,8,M,25,F,10,F,23,D,4,D,15,M,16,F
589091,20200829,NaN,23,G,4,D,8,M,33,M,7,M,3,D,6,D,10,M,22,M,14,F,20,D,NaN,31,G,14,D,7,M,33,D,19,F,39,D,20,M,9,F,37,M,4,M,11,M
589117,20200829,NaN,1,G,9,F,34,M,30,F,20,F,6,M,17,D,22,M,2,D,19,M,7,D,NaN,39,G,10,F,24,D,2,D,16,M,21,D,22,M,15,D,30,F,6,M,20,M
589132,20200829,NaN,38,G,9,F,18,M,23,D,19,D,44,M,2,D,8,M,25,M,39,F,10,M,NaN,27,G,26,D,14,M,13,D,45,D,16,M,4,D,29,F,7,M,36,D,5,M
589177,20200829,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
589200,20200829,NaN,1,G,27,D,29,M,45,F,6,D,30,F,5,D,7,M,41,M,8,M,20,D,NaN,22,G,7,M,40,M,14,M,27,F,18,F,4,M,3,D,5,D,29,D,2,D
15183,20200830,NaN,44,G,9,F,4,D,8,M,26,D,37,M,19,D,7,M,16,F,14,M,30,M,NaN,21,G,25,M,15,D,5,M,13,F,17,M,20,F,10,M,2,D,16,D,22,D
1298846,20200905,NaN,1,G,48,F,5,D,14,M,32,D,27,M,10,M,4,F,20,D,11,F,7,F,NaN,38,G,9,F,18,M,23,D,19,D,44,M,6,M,2,D,8,M,39,F,10,M
1298847,20200905,NaN,1,G,26,D,3,D,44,F,25,F,10,F,23,D,4,D,15,M,2,M,16,F,NaN,31,G,14,D,8,M,33,D,26,M,39,D,20,M,9,F,37,M,4,M,11,M
1298848,20200905,NaN,18,G,38,M,19,F,41,M,30,M,31,D,28,M,3,D,7,F,4,M,22,F,NaN,18,G,9,F,4,D,23,M,8,M,26,D,37,M,6,M,29,D,7,M,30,M
1298849,20200905,NaN,39,G,11,F,10,F,2,D,5,D,21,D,22,M,15,D,30,F,6,M,20,M,NaN,23,G,4,D,8,M,28,M,24,D,7,M,2,D,10,M,13,D,20,D,19,F
1298850,20200905,NaN,1,G,6,M,37,F,5,D,43,F,9,F,17,F,39,M,44,D,13,D,25,D,NaN,1,G,9,F,6,M,8,M,10,M,18,M,41,M,5,M,7,D,4,D,13,D
1298851,20200905,NaN,22,G,7,M,49,D,16,F,8,M,18,F,4,M,3,D,5,D,29,D,2,D,NaN,33,G,27,F,11,F,44,M,20,M,4,D,22,D,31,M,3,D,7,M,6,D
1298852,20200905,NaN,25,G,20,F,38,D,6,D,4,D,18,M,2,M,22,D,8,D,13,F,16,M,NaN,1,G,5,M,9,F,11,F,3,D,41,M,6,M,4,D,33,D,24,D,19,M
1298853,20200905,NaN,27,G,26,D,13,D,45,D,16,M,4,D,29,F,7,M,15,F,36,D,5,M,NaN,1,G,19,D,4,D,3,D,9,F,29,M,8,M,10,M,5,D,15,M,33,F
1298855,20200905,NaN,21,G,15,D,5,M,17,M,9,F,10,M,8,F,2,D,16,D,22,D,3,D,NaN,1,G,27,D,29,M,45,F,6,D,30,F,5,D,7,M,41,M,8,M,20,D
1301028,20200909,NaN,1,G,11,F,30,F,6,M,10,M,41,M,5,M,2,D,19,M,4,D,13,D,NaN,18,G,5,M,9,F,11,F,3,D,17,D,6,M,22,D,33,D,24,D,14,M
1301029,20200909,NaN,33,G,27,F,11,F,20,M,4,D,45,M,37,D,47,D,8,M,7,M,6,D,NaN,18,G,4,D,26,D,28,M,37,M,6,M,19,D,13,F,16,F,30,M,15,F
1301030,20200909,NaN,31,G,14,D,7,M,6,M,8,M,33,D,26,M,39,D,20,M,9,F,37,M,NaN,27,G,26,D,19,F,45,D,16,M,29,F,23,M,7,M,15,F,36,D,5,M
1301031,20200909,NaN,17,G,4,D,28,M,7,M,27,M,2,D,6,D,10,M,14,F,20,D,19,F,NaN,1,G,19,D,4,D,3,D,9,F,29,M,8,M,10,M,5,D,15,M,33,F
1301032,20200909,NaN,22,G,7,M,9,F,49,D,8,M,27,F,4,M,3,D,11,F,5,D,29,D,NaN,25,G,20,F,38,D,6,D,23,M,4,D,18,M,2,M,22,D,8,D,13,F
1301033,20200909,NaN,38,G,9,F,14,F,24,D,23,D,29,M,19,D,3,D,8,M,30,M,25,M,NaN,39,G,11,F,10,F,2,D,5,D,16,M,21,D,14,F,22,M,6,M,13,M
1301034,20200909,NaN,21,G,25,M,15,D,5,M,17,M,9,F,10,M,2,D,14,D,22,D,3,D,NaN,1,G,48,F,5,D,30,M,31,M,32,D,27,M,19,M,33,F,20,D,3,D
1301035,20200909,NaN,1,G,11,M,3,D,34,D,44,F,10,F,23,D,4,D,15,M,2,M,16,F,NaN,1,G,19,D,27,D,8,M,37,F,9,F,44,D,13,D,23,F,16,D,38,F
1301036,20200909,NaN,1,G,27,D,29,M,28,D,45,F,30,F,10,M,5,D,16,M,41,M,20,D,NaN,18,G,2,M,19,F,41,M,30,M,23,M,31,D,28,M,3,D,7,F,50,M
41357929,20200911,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D
41357934,20200911,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
41357937,20200911,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
41357940,20200911,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
41357943,20200911,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M
41357947,20200911,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
41357950,20200911,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M
41357952,20200911,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
41357955,20200911,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M
1308075,20200912,NaN,39,G,10,F,24,D,2,D,16,M,37,M,15,D,30,F,17,M,13,M,20,M,NaN,31,G,5,D,7,M,8,M,39,D,20,M,9,F,37,M,28,D,4,M,11,M
1308076,20200912,NaN,18,G,5,M,9,F,11,F,6,M,4,D,22,D,33,D,24,D,14,M,19,M,NaN,33,G,27,F,15,M,44,M,4,D,45,M,22,D,37,D,3,D,8,M,9,F
1308761,20200913,NaN,1,G,48,F,5,D,14,M,32,D,27,M,18,M,10,M,4,F,3,D,7,F,NaN,1,G,14,F,31,D,28,D,9,F,30,F,5,D,16,M,41,M,8,M,20,D
1308762,20200913,NaN,27,G,26,D,19,F,39,D,14,M,20,F,29,F,23,M,2,D,36,D,5,M,NaN,22,G,49,D,32,M,8,M,27,F,18,F,3,D,11,F,5,D,29,D,2,D
1308763,20200913,NaN,18,G,23,M,26,D,28,M,6,M,7,M,5,D,16,F,14,M,30,M,15,F,NaN,1,G,27,F,11,M,3,D,44,F,36,D,10,F,23,D,4,D,15,M,2,M
1308764,20200913,NaN,1,G,9,F,34,M,30,F,6,M,8,M,19,M,25,M,7,D,4,D,13,D,NaN,38,G,9,F,18,M,23,D,19,D,44,M,6,M,2,D,8,M,39,F,10,M
1308765,20200913,NaN,1,G,2,M,33,F,41,M,30,M,16,F,47,D,3,D,4,M,6,D,22,F,NaN,17,G,4,D,28,M,7,M,27,M,2,D,6,D,10,M,14,F,20,D,19,F
1308766,20200913,NaN,1,G,14,M,3,D,27,D,29,M,8,M,10,M,5,D,15,M,39,F,33,F,NaN,1,G,38,D,6,D,23,M,4,D,18,M,2,M,22,D,8,D,13,F,16,M
810740,20200913,NaN,21,G,37,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,15,D,25,D,NaN,21,G,25,M,15,D,6,M,17,M,9,F,10,M,2,D,16,D,22,D,3,D
1311306,20200916,NaN,33,G,11,F,44,M,20,M,45,M,22,D,47,D,3,D,9,F,7,M,6,D,NaN,22,G,7,M,9,F,15,D,23,F,16,F,14,M,32,M,4,M,5,D,2,D
1311307,20200916,NaN,1,G,5,M,9,F,11,F,6,M,4,D,22,D,33,D,8,M,24,D,25,M,NaN,21,G,25,M,15,D,6,M,49,F,9,F,8,F,2,D,14,D,22,D,3,D
1311308,20200916,NaN,1,G,38,M,19,F,23,M,31,D,8,D,47,D,13,D,14,M,36,M,25,M,NaN,1,G,5,D,14,M,31,M,27,M,18,M,19,M,4,F,20,D,3,D,11,F
1311309,20200916,NaN,21,G,6,M,27,D,8,M,17,F,18,M,44,D,45,F,13,D,23,F,16,D,NaN,39,G,2,D,5,D,23,F,37,M,21,D,14,F,22,M,6,M,17,M,20,M
41357960,20200918,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F
41357963,20200918,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D
41357966,20200918,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
41357970,20200918,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D
41357973,20200918,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
41357976,20200918,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M
41357979,20200918,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
41357983,20200918,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D
41357986,20200918,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
1298854,20200919,NaN,18,G,2,M,15,D,33,F,41,M,30,M,16,F,28,M,4,M,6,D,22,F,NaN,21,G,27,D,8,M,37,F,5,D,9,F,17,F,18,M,33,D,13,D,15,D
1311348,20200919,NaN,1,G,48,F,5,D,14,M,31,M,32,D,27,M,4,F,20,D,3,D,7,F,NaN,1,G,19,D,4,D,9,F,27,D,29,M,8,M,10,M,5,D,15,M,33,F
1311349,20200919,NaN,1,G,3,D,34,D,44,F,25,F,10,F,23,D,4,D,15,M,2,M,16,F,NaN,1,G,5,M,11,F,3,D,49,F,6,M,22,D,33,D,8,M,24,D,25,M
1311350,20200919,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,31,G,14,D,7,M,8,M,33,D,39,D,20,M,9,F,37,M,4,M,11,M
1311351,20200919,NaN,25,G,38,D,6,D,5,D,23,M,4,D,18,M,2,M,8,D,13,F,16,M,NaN,39,G,11,F,10,F,5,D,16,M,14,F,22,M,7,M,30,F,6,M,20,M
1311352,20200919,NaN,17,G,4,D,28,M,7,M,27,M,50,D,10,M,13,D,14,F,20,D,19,F,NaN,1,G,9,F,18,M,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
1314465,20200920,NaN,22,G,7,M,32,M,8,M,27,F,18,F,4,M,3,D,11,F,5,D,29,D,NaN,44,G,9,F,26,D,28,M,6,M,19,D,7,M,5,D,16,F,14,M,15,F
1314466,20200920,NaN,33,G,27,F,28,M,15,M,44,M,20,M,4,D,37,D,3,D,7,M,6,D,NaN,27,G,26,D,19,F,14,M,13,D,45,D,43,D,20,F,23,M,7,M,5,M
1314467,20200920,NaN,1,G,29,M,14,F,31,D,45,F,6,D,10,M,5,D,41,M,8,M,20,D,NaN,1,G,11,F,6,M,8,M,10,M,41,M,5,M,2,D,19,M,4,D,13,D
1315405,20200923,NaN,1,G,48,F,14,M,30,M,31,M,32,D,27,M,4,F,20,D,3,D,7,F,NaN,17,G,4,D,28,M,33,M,7,M,27,M,50,D,10,M,13,D,14,F,25,D
1315406,20200923,NaN,33,G,11,F,20,M,4,D,45,M,31,M,37,D,3,D,9,F,7,M,6,D,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,14,D,22,D
1315407,20200923,NaN,1,G,19,D,14,M,3,D,9,F,27,D,29,M,8,M,10,M,18,F,15,M,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
1315408,20200923,NaN,31,G,5,D,6,M,33,D,26,M,39,D,25,M,9,F,37,M,4,M,11,M,NaN,25,G,38,D,6,D,23,M,4,D,18,M,2,M,19,D,8,D,13,F,16,M
1315409,20200923,NaN,1,G,9,F,34,M,30,F,6,M,14,M,2,D,19,M,25,M,4,D,13,D,NaN,44,G,4,D,8,M,37,M,6,M,5,D,11,F,13,F,46,M,22,M,14,M
1315410,20200923,NaN,22,G,7,M,23,F,49,D,16,F,32,M,8,M,10,M,3,D,5,D,29,D,NaN,1,G,20,F,24,D,23,D,26,M,19,D,44,M,3,D,30,M,25,M,10,M
1315411,20200923,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,8,M,24,D,25,M,NaN,1,G,2,M,38,M,19,F,30,M,28,M,7,F,4,M,6,D,22,F,36,M
1315412,20200923,NaN,39,G,11,F,10,F,2,D,5,D,16,M,37,M,22,M,18,D,6,M,17,M,NaN,1,G,27,D,29,M,31,D,45,F,9,F,6,D,30,F,5,D,7,M,24,M
1315413,20200923,NaN,21,G,6,M,8,M,37,F,9,F,17,F,18,M,13,D,26,M,15,D,16,D,NaN,24,G,19,F,39,D,13,D,29,F,37,M,3,M,6,M,2,D,15,F,36,D
1316508,20200926,NaN,1,G,26,D,11,M,3,D,25,F,23,D,17,F,4,D,15,M,2,M,16,F,NaN,39,G,10,F,2,D,16,M,23,F,14,F,22,M,18,D,7,M,17,M,20,M
1316509,20200926,NaN,1,G,29,M,14,F,31,D,45,F,6,D,10,M,5,D,41,M,8,M,20,D,NaN,44,G,4,D,26,D,28,M,37,M,19,D,7,M,40,M,16,F,3,D,30,M
1316510,20200926,NaN,1,G,5,M,11,F,49,F,27,M,4,D,8,M,24,D,14,M,44,D,25,M,NaN,34,G,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,3,D,7,F
41357989,20200926,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F
41357992,20200926,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D
41357996,20200926,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
41357999,20200926,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M
41358002,20200926,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D
41358006,20200926,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
41358010,20200926,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
41358012,20200926,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M
41358016,20200926,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
1316959,20200927,NaN,27,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,21,G,25,M,15,D,6,M,17,M,20,F,8,F,2,D,16,D,22,D,3,D
1316960,20200927,NaN,1,G,2,M,38,M,33,F,41,M,16,F,7,F,4,M,6,D,22,F,36,M,NaN,33,G,27,F,28,M,15,M,44,M,4,D,45,M,37,D,49,D,9,F,32,D
1316961,20200927,NaN,31,G,14,D,7,M,6,M,30,M,33,D,20,M,9,F,16,D,28,D,11,M,NaN,22,G,15,D,40,M,16,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D
1316962,20200927,NaN,1,G,9,F,18,M,24,D,23,D,29,M,19,D,6,M,3,D,8,M,10,M,NaN,1,G,19,D,4,D,3,D,9,F,27,D,29,M,8,M,10,M,18,F,15,M
1316963,20200927,NaN,17,G,4,D,28,M,33,M,7,M,27,M,50,D,10,M,13,D,14,F,25,D,NaN,21,G,27,D,8,M,5,D,9,F,17,F,45,F,13,D,26,M,15,D,25,D
1316964,20200927,NaN,25,G,38,D,6,D,5,D,23,M,18,M,2,M,32,M,19,D,13,F,16,M,NaN,1,G,11,F,30,F,6,M,8,M,41,M,5,M,25,M,7,D,4,D,13,D
1319058,20200930,NaN,21,G,6,M,8,M,37,F,43,F,18,M,33,D,13,D,15,D,16,D,38,F,NaN,18,G,2,M,19,F,33,F,41,M,30,M,31,D,28,M,7,F,4,M,50,M
1319264,20200930,NaN,1,G,5,M,11,F,49,F,27,M,6,M,22,D,33,D,8,M,24,D,25,M,NaN,1,G,11,M,3,D,44,F,25,F,23,D,6,D,4,D,15,M,2,M,16,F
1319265,20200930,NaN,1,G,3,M,27,D,29,M,9,F,30,F,10,M,5,D,7,M,24,M,20,D,NaN,33,G,27,F,11,F,20,M,4,D,45,M,22,D,31,M,3,D,7,M,6,D
41358020,20201002,NaN,1,G,27,F,3,D,34,D,44,F,25,F,23,D,4,D,15,M,2,M,16,F,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
1323661,20201003,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M
1323662,20201003,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
1323663,20201003,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M
1323664,20201003,NaN,1,G,9,F,18,M,24,D,23,D,29,M,19,D,6,M,3,D,8,M,10,M,NaN,18,G,2,M,19,F,33,F,41,M,30,M,31,D,28,M,7,F,4,M,50,M
1323665,20201003,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M
1323666,20201003,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,39,G,11,F,10,F,2,D,5,D,16,M,14,F,22,M,18,D,7,M,17,M
41358023,20201003,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D,NaN,1,G,11,F,6,M,8,M,41,M,5,M,2,D,19,M,25,M,4,D,13,D
41358026,20201003,NaN,22,G,15,D,40,M,31,F,14,M,4,M,3,D,11,F,5,D,29,D,19,D,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D
41358029,20201003,NaN,21,G,25,M,15,D,5,M,6,M,17,M,20,F,10,M,2,D,16,D,22,D,NaN,1,G,15,D,33,F,41,M,30,M,16,F,13,D,50,M,6,D,22,F,25,M
41358033,20201003,NaN,44,G,4,D,8,M,26,D,28,M,37,M,19,D,7,M,13,F,40,M,3,D,NaN,1,G,20,F,24,D,23,D,29,M,19,D,6,M,2,D,8,M,25,M,10,M
41358036,20201003,NaN,17,G,4,D,8,M,24,D,9,F,27,M,13,D,14,F,25,D,20,D,39,M,NaN,1,G,19,D,4,D,3,D,27,D,29,M,8,M,10,M,18,F,15,M,33,F
41358041,20201003,NaN,31,G,7,M,8,M,33,D,39,D,20,M,9,F,37,M,16,D,4,M,11,M,NaN,1,G,3,M,27,D,14,F,11,F,30,F,5,D,7,M,41,M,8,M,20,D
41358046,20201003,NaN,34,G,5,D,14,M,30,M,31,M,32,D,35,F,27,M,4,F,20,D,11,F,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
41358050,20201003,NaN,24,G,18,M,26,D,13,D,29,F,23,M,7,M,2,D,15,F,36,D,5,M,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M
1324031,20201004,NaN,25,G,38,D,6,D,23,M,2,M,32,M,19,D,8,D,13,F,11,F,16,M,NaN,13,G,28,M,15,M,44,M,24,F,37,D,49,D,5,D,8,M,9,F,32,D
1324032,20201004,NaN,21,G,6,M,30,F,5,D,9,F,17,F,44,D,33,D,13,D,26,M,25,D,NaN,1,G,5,M,11,F,49,F,27,M,6,M,4,D,22,D,33,D,8,M,24,D
