continent,country,league,season,team_name,transfer_type,player_id,player_name,transfer_team,type,date,fee
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Stijn Wuytens,Lommel SK,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Leon Bergsma,FC Aarau,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Mees Hoedemakers,SC Cambuur,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Jasper Schendelaar,SC Telstar,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Rody de Boer,De Graafschap,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Thomas Ouwejan,Udinese Calcio,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Joris Kramer,SC Cambuur,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,AZ Alkmaar,departures,NaN,Yukinari Sugawara,Nagoya Grampus,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Simon Tibbling,Broendby IF,Buy,NaN,$385Th.
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Lucas Bernadou,Paris SG B,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Behadil Sabani,Borussia Monchengladbach II,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Sekou Sidibe,Jong PSV Eindhoven,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Collin Seedorf,FC Eindhoven,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Ricardo van Rhijn,SC Heerenveen,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Caner Cavlan,FK Austria Wien,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Denis Granecny,FC Banik Ostrava,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,arrivals,NaN,Felix Wiedwald,Eintracht Frankfurt,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Michaël Heylen,Sparta Rotterdam,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Freddy Quispel,VfB Oldenburg,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Jafar Arias,VVV Venlo,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Ruben Roosken,TOP Oss,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Matthias Hamrol,SV Wehen Wiesbaden,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Wouter Marinus,ZZVV,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Leon Sopic,Gnk Dinamo Zagreb II,Sell,NaN,$28Th.
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Henk Bos,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Daniel Camara Bos,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Tom Hiariej,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Lorenzo Burnet,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Shani Tarashaj,Everton FC,,2020-10-11,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Jan-Niklas Beste,Werder Bremen,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Filip Ugrinic,FC Luzern,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Luka Adzic,RSC Anderlecht,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Kerim Frei,Basaksehir FK,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Emmen,departures,NaN,Pontus Dahlberg,Watford FC,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Jörgen Strand Larsen,Sarpsborg,Buy,NaN,$1.21m
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Patrick Joosten,FC Utrecht,Buy,NaN,$440Th.
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Damil Dankerlui,Willem II Tilburg,Buy,NaN,$413Th.
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Wessel Dammers,Fortuna Sittard,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Nigel Bertrams,MVV Maastricht,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Ko Itakura,Manchester City,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Miguel Ángel Leal,CF Villarreal,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Alessio Da Cruz,Parma Calcio 1913 S.r.l.,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Arjen Robben,Career break,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Tom van de Looi,NEC Nijmegen,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,arrivals,NaN,Amir Absalem,Almere City FC,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Deyovaisio Zeefuik,Hertha BSC,Sell,NaN,$4.40m
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Ajdin Hrustic,Eintracht Frankfurt,Sell,NaN,$1.10m
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Django Warmerdam,FC Utrecht,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Mike te Wierik,Derby County,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Amir Absalem,Roda JC Kerkrade,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Jan Hoekstra,Roda JC Kerkrade,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Tom van de Looi,Brescia Calcio,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Nicklas Strunck Jakobsen,Esbjerg FB,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Romano Postema,FC Den Bosch,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Marco van Duin,Retired,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Tapmahoe Sopacua,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Ko Itakura,Manchester City,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Joel Asoro,Swansea City,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Groningen,departures,NaN,Daishawn Redan,Hertha BSC,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Lazaros Lamprou,PAOK FC,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Gijs Smal,FC Volendam,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Luka Ilic,Manchester City,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Dario Dumic,FC Utrecht,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Tyronne Ebuehi,Sl Benfica B,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Danilo,Jong Ajax Amsterdam,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Alexander Jeremejeff,SG Dynamo Dresden,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Halil Dervisoglu,Brentford FC,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Kik Pierie,Ajax Amsterdam,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Nathan Markelo,FC Everton,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Vaclav Cerny,FC Utrecht,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Jayden Oosterwolde,FC Twente U19,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,arrivals,NaN,Ramiz Zerrouki,FC Twente U21,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Jorn Brondeel,Willem II Tilburg,Sell,NaN,$55Th.
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Haris Vuckic,Real Zaragoza,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Aitor Cantalapiedra,Panathinaikos Athens,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Emil Berggreen,Greuther Furth,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Peet Bijen,ADO Den Haag,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Xandro Schenk,AL Batin,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Paul Verhaegh,Retired,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Giorgi Aburjania,FC Sevilla,,2020-09-19,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Tim Hölscher,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Javier Espinosa,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Rafik Zekhnini,ACF Fiorentina,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,José Matos,Cadiz CF,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Keito Nakamura,Gamba Osaka,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Calvin Verdonk,Feyenoord Rotterdam,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Twente Enschede,departures,NaN,Oriol Busquets,FC Barcelona B,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Django Warmerdam,FC Groningen,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Moussa Sylla,AS Monaco,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Mimoun Mahi,FC Zurich,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Eljero Elia,Basaksehir FK,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Eric Oelschlägel,Borussia Dortmund,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Daniel Arzani,Manchester City,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Mitchell van Rooijen,Jong FC Utrecht,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Jonas Arweiler,Jong FC Utrecht,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Tommy St. Jago,Jong FC Utrecht,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Odysseus Velanas,Jong FC Utrecht,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Fabian de Keijzer,Jong FC Utrecht,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Dario Dumic,SV Darmstadt 1898,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Othman Boussaid,NAC Breda,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Nick Venema,Almere City FC,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Emil Bergström,FC Basel 1893,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Patrick Joosten,Sparta Rotterdam,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,arrivals,NaN,Rico Strieder,PEC Zwolle,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Sean Klaiber,Ajax Amsterdam,Sell,NaN,$4.68m
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Patrick Joosten,FC Groningen,Sell,NaN,$440Th.
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Jean-Christophe Bahebeck,FK Partizan,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Rico Strieder,PEC Zwolle,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Vaclav Cerny,FC Twente Enschede,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Mitchell van Rooijen,SBV Excelsior,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Jonas Arweiler,ADO Den Haag,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Nick Venema,NAC Breda,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Dario Dumic,FC Twente Enschede,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Lamine Sané,Without Club,,NaN,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Abass Issah,1. FSV Mainz 05,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Jeroen Zoet,PSV Eindhoven,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,FC Utrecht,departures,NaN,Kristoffer Peterson,Swansea City,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Francesco Antonucci,Monaco B,Buy,NaN,$2.42m
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,João Carlos Teixeira,Vitoria Guimaraes,Buy,NaN,$1.76m
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Mark Diemers,Fortuna Sittard,Buy,NaN,$1.32m
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Christian Conteh,FC St. Pauli II,Buy,NaN,$440Th.
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Bryan Linssen,Vitesse Arnhem,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Uros Spajic,FC Krasnodar,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Calvin Verdonk,FC Twente Enschede,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Dylan Vente,RKC Waalwijk,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Liam Kelly,Oxford United,,2020-07-14,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,arrivals,NaN,Achraf El Bouchataoui,FC Dordrecht,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Renato Tapia,RC Celta de Vigo,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Calvin Verdonk,FC Famalicao,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Jan-Arie van der Heijden,Willem II Tilburg,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Liam Kelly,Oxford United,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Wouter Burger,Sparta Rotterdam,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Achraf El Bouchataoui,Feyenoord U21,,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Dylan Vente,Feyenoord U21,,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Francesco Antonucci,FC Volendam,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Rick Karsdorp,AS Roma,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Edgar Ié,Trabzonspor,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Feyenoord Rotterdam,departures,NaN,Oguzhan Özyakup,Besiktas,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Emil Hansson,Hannover 96,Buy,NaN,$440Th.
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Ben Rienstra,Kayserispor,Buy,NaN,$165Th.
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,George Cox,Brighton And Hove Albion U21,Buy,NaN,$55Th.
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Yanick van Osch,PSV Eindhoven,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Veron Parkes,West Ham U18,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Mats Seuntjens,Genclerbirligi SK,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Mike van Beijnen,Genclerbirligi SK,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Özgür Aktas,Vitesse Arnhem,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Sebastian Polter,1. FC Union Berlin,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Joshua Wehking,Hamburger SV II,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Roel Janssen,VVV Venlo,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Zian Flemming,PEC Zwolle,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Richie Musaba,Vitesse Arnhem,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Jaroslaw Jach,Crystal Palace,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Samuel Moutoussamy,FC Nantes,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Grégoire Amiot,Falkenbergs FF,,2020-11-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Luc Tinnemans,EVV Echt,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Job van de Walle,Groene Ster,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,André Vidigal,Apoel Nicosia FC,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Lazar Kojic,FK Radnik Surdulica,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Lisandro Semedo,OFI Crete FC,,2020-07-31,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,arrivals,NaN,Áron Dobos,ETO FC Gyor,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Mark Diemers,Feyenoord Rotterdam,Sell,NaN,$1.32m
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Amadou Ciss,SC Amiens,Sell,NaN,$1.32m
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Job van de Walle,Sportclub '25,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Bo Breukers,Groene Ster,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Wessel Dammers,FC Groningen,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Luc Tinnemans,EVV Echt,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Rowen Koot,Helmond Sport,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Azbe Jug,NK Maribor	,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Lazar Kojic,FK Proleter Novi Sad,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Patrik Raitanen,Spal 2013 U19,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Dimitrios Ioannidis,VfL Sportfreunde Lotte 1929,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Jacky Donkor,FC Eindhoven,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Bassala Sambou,Randers FC,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Veron Parkes,FC Dordrecht,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Richie Musaba,FC Dordrecht,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,André Vidigal,GD Estoril Praia,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Grégoire Amiot,Falkenbergs FF,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Rasmus Karjalainen,Orebro SK,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Özgür Aktas,FC Dordrecht,Loan,NaN,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Áron Dobos,Szeged-Grosics Akademia,Sell,NaN,?
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Felix Passlack,Borussia Dortmund,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Àlex Carbonell,CF Valencia,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Vitalie Damascan,FC Torino,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Leandro Fernandes,Juventus U23,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,George Cox,Brighton And Hove Albion U21,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Carlos Faya,APC U20,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Fortuna Sittard,departures,NaN,Nikolai Baden Frederiksen,Juventus U23,,2020-06-30,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Delano Burgzorg,Spezia Calcio,Buy,NaN,$319Th.
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Mateo Les,Gnk Dinamo Zagreb II,Buy,NaN,$242Th.
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Rai Vloet,SBV Excelsior,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Luca de la Torre,Fulham FC,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Daniel Mesenhöler,FC Viktoria Cologne,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Elias Oubella,1 FC Cologne U19,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Noah Fadiga,Club NXT,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Sinan Bakis,FC Admira Wacker Modling,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Marco Rente,Borussia Dortmund II,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Kasper Lunding,AGF Aarhus,Buy,NaN,?
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,arrivals,NaN,Rohat Agca,FC Twente U19,,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Cyriel Dessers,KRC Genk,Sell,NaN,$4.40m
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Niels Leemhuis,SBV Excelsior,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Joey Konings,De Graafschap,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Jelle van Benthem,SV Straelen,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Reuven Niemeijer,SBV Excelsior,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Dario van den Buijs,KFCO Beerschot-Wilrijk,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Jesper Drost,PEC Zwolle,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Maximilian Rossmann,FC Viktoria Cologne,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Sebastian Jakubiak,1. FC Magdeburg,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Dabney dos Santos,FC Sheriff Tiraspol,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Stephen Sama,Accrington Stanley,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Mohammed Osman,AL-Kharitiyat,Free transfer,NaN,-
Europe,Netherlands,Eredivisie,2020,Heracles Almelo,departures,NaN,Alexander Merkel,AL Faisaly,Free transfer,NaN,-
